feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,timestamp
0.8341124980756829,0.8340530987153542,0.6057862207302727,0.5879787373852422,0.6115274072216501,0.5260016845908974,0.5794826224573492,0.6391922405691135,0.5599158252020235,0.5362379853816761,0.5391901865836978,0.7166901009951807,0.19289430459064055,0.15536388371456575,0.23388387835572996,0.4711356043572205,0.5606654519927586,0.6315103964596033,0.3895500912516694,0.7034856046722561,0.04430775143482479,0.017503177415666128,0.22164214831268336,0.26386135991082255,0.29596833288893726,2023-08-11 06:00:00
0.8340431989166117,0.8335672346535626,0.6054888150244265,0.5869288747847086,0.5941141415801109,0.5679908362786465,0.5106301125522286,0.6219609870629609,0.5744865667926949,0.5449938929698165,0.5255529847736973,0.6827951854589963,0.1932738271270745,0.16263373938154166,0.22905012887853207,0.43879388516964135,0.5452601948443425,0.6283729419791279,0.38626908176002966,0.6815822735172158,0.03343428132802509,0.01809737069299627,0.2083957825597088,0.2860030113229095,0.30685768455745877,2023-08-11 06:01:00
0.8360391789233425,0.833774037643113,0.6048044998799489,0.5879190327233353,0.6218117218709465,0.5418494766203845,0.5746205644417828,0.6482385222566646,0.5696674888122872,0.5508318567281435,0.5189722640011217,0.6997406557629545,0.18642181853957943,0.1606632620428996,0.22889444847796372,0.4579152432655163,0.5502109332022072,0.6504515707551833,0.38387883584858756,0.6845070458631388,0.04093720611414634,0.01403087793831918,0.20098348365019056,0.29053188309715,0.2969232779654469,2023-08-11 06:02:00
0.833843180120502,0.8333059435719304,0.6070550873738504,0.5858266991061831,0.6121071910552034,0.5416405966206664,0.588207112813522,0.6305564391750995,0.5329975982187051,0.5520505909909711,0.5325872840145929,0.6937608266996057,0.18358734345056285,0.15144023239799523,0.2263624620345231,0.4579648330410488,0.54246183949518,0.6219178454324515,0.4139715727239056,0.6847083106575651,0.042653142346644794,0.012820812463169177,0.2145413663761607,0.28209057909514706,0.22666937673842819,2023-08-11 06:03:00
0.83597255234229,0.8349689187636603,0.604032594167929,0.588003256557693,0.6099367671859147,0.5502059388081965,0.5035956366491228,0.6585525729432029,0.5695329995502157,0.5546400144488375,0.5110964801450645,0.6570366668507933,0.18972692262164806,0.16988710049058608,0.23464379723548673,0.45156693250777075,0.5492329258636495,0.645709248041183,0.3876919312412315,0.6820094648163251,0.03118078255621588,0.019194278370876942,0.22920591515538932,0.27304917693203784,0.31191513048102937,2023-08-11 06:04:00
0.8355619184959768,0.832330023732823,0.606304990221877,0.587997596344956,0.6355497677611993,0.5455849367806963,0.5632831676788864,0.6490522572837935,0.5490097689937088,0.5455970820156973,0.5354833816085702,0.6561800563741905,0.1927695200672471,0.1520911862178692,0.23193764514028417,0.44133282746715574,0.568569526424756,0.6288567649834802,0.39859001184464166,0.6937187795798113,0.03796226892857368,0.017478978041589967,0.1970195240369974,0.2822162142413445,0.30014599489065935,2023-08-11 06:05:00
0.8340999948977252,0.8335811736030462,0.6071494500740645,0.5861133647261615,0.6031798928850604,0.533680716024465,0.5547857660190523,0.6438761599134617,0.5470677830617486,0.5555078303986037,0.538061274407059,0.6465240151709423,0.18858515328807868,0.15987264178431787,0.22521517720878978,0.45277613420427,0.5525179939458655,0.6341507864413274,0.3946765337151909,0.6858010608591165,0.03654251913122029,0.015310941786675056,0.23447255142172413,0.2782699603014512,0.3002760563669858,2023-08-11 06:06:00
0.8367020672757236,0.8347983160478165,0.6049630346832487,0.5857776856167438,0.6210695609453182,0.5419661010941051,0.5641551109055243,0.6587745568157513,0.5316574146407057,0.534341557115817,0.5288596347495034,0.6497691741951348,0.18707691207889485,0.15038749315252317,0.237762806386236,0.4573157552793439,0.5756191118548872,0.639826458889083,0.3952231490107082,0.6883012373198926,0.035268622239773,0.0175667207599402,0.20953098529301456,0.2619730727402804,0.2971152231703042,2023-08-11 06:07:00
0.83570490092688,0.8333893578174335,0.6041534109092264,0.5880743076084347,0.6343073639983221,0.5374284389081772,0.5469880971398442,0.6201538567897504,0.5621011631522094,0.5883728715028669,0.5472736987034295,0.6687687500340899,0.19597418907916908,0.15380471888059383,0.2311795027303965,0.4659609766101978,0.554107696805903,0.611710516935282,0.41144439684253536,0.681976631011857,0.026422799398517025,0.01266907285918209,0.20366977964271862,0.27959318303220965,0.30701926089553705,2023-08-11 06:08:00
0.837117371276459,0.8332824946782617,0.6066506565499895,0.5884651812138468,0.6191102535849169,0.5573828341046875,0.5569161405151187,0.646000757934129,0.5590636247880596,0.5513395044175368,0.537065393893646,0.6669082435684707,0.1926951182802632,0.16068986528438584,0.23595778578217552,0.45320421300935015,0.555552233944099,0.6387176981224504,0.4056464439077057,0.6908846505711961,0.03232200753145606,0.015372308489058925,0.21865166120167456,0.2898557488424824,0.30383054331336506,2023-08-11 06:09:00
