,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2023-09-01 00:00:00,0.4359020088811151,0.3375297551259358,0.457205093618481,0.4359020088811151,0.4359020088811151,-0.038555067356193774,-0.038555067356193774,-0.038555067356193774,-0.02346357585003186,-0.02346357585003186,-0.02346357585003186,-0.015091491506161906,-0.015091491506161906,-0.015091491506161906,0.0,0.0,0.0,0.3973469415249213
1,2023-09-01 00:01:00,0.4359066781864973,0.33364133141550417,0.460708489531273,0.4359066781864973,0.4359066781864973,-0.03848775900573422,-0.03848775900573422,-0.03848775900573422,-0.023401796300086118,-0.023401796300086118,-0.023401796300086118,-0.015085962705648104,-0.015085962705648104,-0.015085962705648104,0.0,0.0,0.0,0.3974189191807631
2,2023-09-01 00:02:00,0.43591134749187965,0.33183835170959564,0.45921580780420745,0.43591134749187965,0.43591134749187965,-0.03842147253576049,-0.03842147253576049,-0.03842147253576049,-0.023341054461070956,-0.023341054461070956,-0.023341054461070956,-0.01508041807468954,-0.01508041807468954,-0.01508041807468954,0.0,0.0,0.0,0.39748987495611915
3,2023-09-01 00:03:00,0.4359160167972619,0.33536370266768994,0.46354096083370205,0.4359160167972619,0.4359160167972619,-0.038356226314566866,-0.038356226314566866,-0.038356226314566866,-0.02328136867907548,-0.02328136867907548,-0.02328136867907548,-0.01507485763549139,-0.01507485763549139,-0.01507485763549139,0.0,0.0,0.0,0.397559790482695
4,2023-09-01 00:04:00,0.43592068610264423,0.3363999905305208,0.45693811890812047,0.43592068610264423,0.43592068610264423,-0.03829203819963975,-0.03829203819963975,-0.03829203819963975,-0.02322275678952654,-0.02322275678952654,-0.02322275678952654,-0.015069281410113218,-0.015069281410113218,-0.015069281410113218,0.0,0.0,0.0,0.39762864790300445
5,2023-09-01 00:05:00,0.4359253554080264,0.33471513486551396,0.4578986751425663,0.4359253554080264,0.4359253554080264,-0.0382289255369839,-0.0382289255369839,-0.0382289255369839,-0.023165236116165732,-0.023165236116165732,-0.023165236116165732,-0.015063689420818168,-0.015063689420818168,-0.015063689420818168,0.0,0.0,0.0,0.3976964298710425
6,2023-09-01 00:06:00,0.43593002471340875,0.3377123324012833,0.4627195257965478,0.43593002471340875,0.43593002471340875,-0.038166905150976135,-0.038166905150976135,-0.038166905150976135,-0.02310882346124632,-0.02310882346124632,-0.02310882346124632,-0.015058081689729823,-0.015058081689729823,-0.015058081689729823,0.0,0.0,0.0,0.3977631195624326
7,2023-09-01 00:07:00,0.435934694018791,0.3327746879626117,0.4576161492075386,0.435934694018791,0.435934694018791,-0.03810599334122904,-0.03810599334122904,-0.03810599334122904,-0.023053535102084417,-0.023053535102084417,-0.023053535102084417,-0.015052458239144627,-0.015052458239144627,-0.015052458239144627,0.0,0.0,0.0,0.39782870067756193
8,2023-09-01 00:08:00,0.43593936332417327,0.33297918346243294,0.4606795066754398,0.43593936332417327,0.43593936332417327,-0.038046205877350615,-0.038046205877350615,-0.038046205877350615,-0.022999386785940695,-0.022999386785940695,-0.022999386785940695,-0.015046819091409923,-0.015046819091409923,-0.015046819091409923,0.0,0.0,0.0,0.39789315744682263
9,2023-09-01 00:09:00,0.4359440326295556,0.33495063963672417,0.4632397165989286,0.4359440326295556,0.4359440326295556,-0.037987557992093,-0.037987557992093,-0.037987557992093,-0.022946393723203704,-0.022946393723203704,-0.022946393723203704,-0.015041164268889297,-0.015041164268889297,-0.015041164268889297,0.0,0.0,0.0,0.3979564746374626
