,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2023-09-01 00:00:00,0.5689308308549909,0.4227628254653024,0.5225128018759903,0.5689308308549909,0.5689308308549909,-0.09450153168722246,-0.09450153168722246,-0.09450153168722246,-0.08394085037784293,-0.08394085037784293,-0.08394085037784293,-0.010560681309379512,-0.010560681309379512,-0.010560681309379512,0.0,0.0,0.0,0.4744292991677684
1,2023-09-01 00:01:00,0.5689303076134596,0.4227719795063289,0.5239609751985432,0.5689303076134596,0.5689303076134596,-0.09410377611243619,-0.09410377611243619,-0.09410377611243619,-0.08354194075400845,-0.08354194075400845,-0.08354194075400845,-0.010561835358427715,-0.010561835358427715,-0.010561835358427715,0.0,0.0,0.0,0.47482653150102344
2,2023-09-01 00:02:00,0.5689297843719283,0.42824201791420646,0.5262973970843144,0.5689297843719283,0.5689297843719283,-0.09370158240951998,-0.09370158240951998,-0.09370158240951998,-0.08313859164855225,-0.08313859164855225,-0.08313859164855225,-0.010562990760967748,-0.010562990760967748,-0.010562990760967748,0.0,0.0,0.0,0.47522820196240834
3,2023-09-01 00:03:00,0.5689292611303972,0.43047159189877315,0.5280674184025006,0.5689292611303972,0.5689292611303972,-0.09329500754682474,-0.09329500754682474,-0.09329500754682474,-0.08273086004796963,-0.08273086004796963,-0.08273086004796963,-0.0105641474988551,-0.0105641474988551,-0.0105641474988551,0.0,0.0,0.0,0.4756342535835725
4,2023-09-01 00:04:00,0.5689287378888659,0.42444155329897426,0.524943019266626,0.5689287378888659,0.5689287378888659,-0.09288410927106269,-0.09288410927106269,-0.09288410927106269,-0.08231880371728141,-0.08231880371728141,-0.08231880371728141,-0.010565305553781278,-0.010565305553781278,-0.010565305553781278,0.0,0.0,0.0,0.47604462861780317
5,2023-09-01 00:05:00,0.5689282146473347,0.4332145864523684,0.5261816671364014,0.5689282146473347,0.5689282146473347,-0.09246894612542042,-0.09246894612542042,-0.09246894612542042,-0.08190248121784542,-0.08190248121784542,-0.08190248121784542,-0.010566464907574997,-0.010566464907574997,-0.010566464907574997,0.0,0.0,0.0,0.4764592685219142
6,2023-09-01 00:06:00,0.5689276914058033,0.43095733472519626,0.5266268026228075,0.5689276914058033,0.5689276914058033,-0.09204957740409256,-0.09204957740409256,-0.09204957740409256,-0.0814819518621432,-0.0814819518621432,-0.0814819518621432,-0.010567625541949371,-0.010567625541949371,-0.010567625541949371,0.0,0.0,0.0,0.47687811400171076
7,2023-09-01 00:07:00,0.5689271681642721,0.43476390375429463,0.5232094781088521,0.5689271681642721,0.5689271681642721,-0.09162606315614577,-0.09162606315614577,-0.09162606315614577,-0.08105727571758414,-0.08105727571758414,-0.08105727571758414,-0.010568787438561633,-0.010568787438561633,-0.010568787438561633,0.0,0.0,0.0,0.4773011050081264
8,2023-09-01 00:08:00,0.5689266449227408,0.42792517094621974,0.5262822935721795,0.5689266449227408,0.5689266449227408,-0.0911984641676969,-0.0911984641676969,-0.0911984641676969,-0.08062851358860806,-0.08062851358860806,-0.08062851358860806,-0.010569950579088846,-0.010569950579088846,-0.010569950579088846,0.0,0.0,0.0,0.4777281807550439
9,2023-09-01 00:09:00,0.5689261216812096,0.42963981466504425,0.5245088994415948,0.5689261216812096,0.5689261216812096,-0.09076684193899688,-0.09076684193899688,-0.09076684193899688,-0.0801957269938747,-0.0801957269938747,-0.0801957269938747,-0.010571114945122183,-0.010571114945122183,-0.010571114945122183,0.0,0.0,0.0,0.47815927974221273
10,2023-09-01 00:10:00,0.5689255984396785,0.429023672299947,0.5293969060563181,0.5689255984396785,0.5689255984396785,-0.0903312586729626,-0.0903312586729626,-0.0903312586729626,-0.07975897815461365,-0.07975897815461365,-0.07975897815461365,-0.010572280518348944,-0.010572280518348944,-0.010572280518348944,0.0,0.0,0.0,0.4785943397667159
11,2023-09-01 00:11:00,0.5689250751981472,0.4276940112153928,0.5252438060708063,0.5689250751981472,0.5689250751981472,-0.08989177726344676,-0.08989177726344676,-0.08989177726344676,-0.07931832998321053,-0.07931832998321053,-0.07931832998321053,-0.010573447280236226,-0.010573447280236226,-0.010573447280236226,0.0,0.0,0.0,0.4790332979347004
12,2023-09-01 00:12:00,0.568924551956616,0.4343407137057699,0.5264425462297818,0.568924551956616,0.568924551956616,-0.08944846126903849,-0.08944846126903849,-0.08944846126903849,-0.07887384605666378,-0.07887384605666378,-0.07887384605666378,-0.010574615212374718,-0.010574615212374718,-0.010574615212374718,0.0,0.0,0.0,0.47947609068757746
