,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2023-09-01 00:00:00,0.447757150255055,0.37166340392868275,0.4192016392421,0.447757150255055,0.447757150255055,-0.05243312081222548,-0.05243312081222548,-0.05243312081222548,-0.02815997710619268,-0.02815997710619268,-0.02815997710619268,-0.024273143706032802,-0.024273143706032802,-0.024273143706032802,0.0,0.0,0.0,0.3953240294428295
1,2023-09-01 00:01:00,0.4477652825076189,0.3738417546609577,0.4168573904359796,0.4477652825076189,0.4477652825076189,-0.05234064500694605,-0.05234064500694605,-0.05234064500694605,-0.028075322121339993,-0.028075322121339993,-0.028075322121339993,-0.024265322885606056,-0.024265322885606056,-0.024265322885606056,0.0,0.0,0.0,0.3954246375006728
2,2023-09-01 00:02:00,0.44777341476018273,0.37215534226904257,0.42029011549985723,0.44777341476018273,0.44777341476018273,-0.05224835800532191,-0.05224835800532191,-0.05224835800532191,-0.027990882432704547,-0.027990882432704547,-0.027990882432704547,-0.02425747557261736,-0.02425747557261736,-0.02425747557261736,0.0,0.0,0.0,0.3955250567548608
3,2023-09-01 00:03:00,0.44778154701274653,0.37268907655125827,0.4183173853048878,0.44778154701274653,0.44778154701274653,-0.052156267958598825,-0.052156267958598825,-0.052156267958598825,-0.02790666616810448,-0.02790666616810448,-0.02790666616810448,-0.024249601790494346,-0.024249601790494346,-0.024249601790494346,0.0,0.0,0.0,0.3956252790541477
4,2023-09-01 00:04:00,0.4477896792653103,0.3728240793814213,0.41661281169914394,0.4477896792653103,0.4477896792653103,-0.052064382859824544,-0.052064382859824544,-0.052064382859824544,-0.02782268129743009,-0.02782268129743009,-0.02782268129743009,-0.02424170156239445,-0.02424170156239445,-0.02424170156239445,0.0,0.0,0.0,0.39572529640548576
5,2023-09-01 00:05:00,0.44779781151787423,0.37352187272364923,0.4198281556712764,0.44779781151787423,0.44779781151787423,-0.051972710549902344,-0.051972710549902344,-0.051972710549902344,-0.027738935638042778,-0.027738935638042778,-0.027738935638042778,-0.024233774911859567,-0.024233774911859567,-0.024233774911859567,0.0,0.0,0.0,0.3958251009679719
6,2023-09-01 00:06:00,0.44780594377043803,0.3732627309029616,0.4184979769569382,0.44780594377043803,0.44780594377043803,-0.05188125870949517,-0.05188125870949517,-0.05188125870949517,-0.02765543684730419,-0.02765543684730419,-0.02765543684730419,-0.02422582186219098,-0.02422582186219098,-0.02422582186219098,0.0,0.0,0.0,0.39592468506094286
7,2023-09-01 00:07:00,0.4478140760230019,0.3726825688545884,0.4203912577441344,0.4478140760230019,0.4478140760230019,-0.0517900348622805,-0.0517900348622805,-0.0517900348622805,-0.02757219242533491,-0.02757219242533491,-0.02757219242533491,-0.024217842436945584,-0.024217842436945584,-0.024217842436945584,0.0,0.0,0.0,0.3960240411607214
8,2023-09-01 00:08:00,0.44782220827556574,0.3734473326248675,0.42062950647588654,0.44782220827556574,0.44782220827556574,-0.05169904637293693,-0.05169904637293693,-0.05169904637293693,-0.027489209713152316,-0.027489209713152316,-0.027489209713152316,-0.02420983665978462,-0.02420983665978462,-0.02420983665978462,0.0,0.0,0.0,0.3961231619026288
9,2023-09-01 00:09:00,0.44783034052812953,0.3717542046424902,0.4184130367862155,0.44783034052812953,0.44783034052812953,-0.051608300444553244,-0.051608300444553244,-0.051608300444553244,-0.027406495890176987,-0.027406495890176987,-0.027406495890176987,-0.024201804554376247,-0.024201804554376247,-0.024201804554376247,0.0,0.0,0.0,0.3962220400835763
