timestamp,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,session_key
2023-08-11 17:45:29.858,0.7437747828871936,0.7399284681393021,0.5530152953931542,0.5042474726921861,0.43437554499821435,0.37753330604322266,0.45145438946653615,0.5017934497371196,0.40675690439521106,0.36273661795267603,0.39083293063935914,0.4568960869527266,0.18372813383404335,0.17835638934640108,0.23802880012381217,0.35489446337981506,0.3916761924180977,0.571217073024015,0.3781629786654622,0.5859929183808035,0.02813837702237008,0.012182400011519004,0.2104959479562739,0.14673776883945377,0.17676723471728478,0.0
2023-08-11 17:46:17.853,0.7486794707533502,0.7716347833261479,0.5466146579326988,0.5136073294015642,0.4738393205027733,0.43689793113871217,0.464028233140262,0.5229473086694334,0.4035979346071519,0.3908443997276107,0.48370191989742767,0.5281995837846494,0.18830308323022898,0.1827159475931222,0.253047538077501,0.42185729284341567,0.4502990014152741,0.5816473475549147,0.40062331051788896,0.6347937890368051,0.03019236526477972,0.015059148763672698,0.2168665472597852,0.16907545157155213,0.17393722425401575,0.0
2023-08-11 17:46:59.447,0.7530742365417166,0.7455762541002309,0.5421010366389398,0.5126368574649295,0.42832464258394776,0.3727614782116616,0.4817645495444032,0.47258464559408514,0.4033615496912465,0.3844024507770668,0.46699974072080763,0.5015783934440676,0.17618324586450687,0.1713886544138886,0.23640226890335106,0.38431231446645747,0.40431132039362017,0.5729791710058006,0.39051855550858305,0.6209146885409484,0.020688718197198905,0.007701642413412105,0.20323483650394678,0.14944520121332816,0.16998864938187552,0.0
2023-08-11 17:47:46.101,0.7289977253563694,0.728102343693596,0.5524178150732508,0.512927562474792,0.4498039130934417,0.393011159392157,0.4701438674789508,0.5030084394467257,0.4253153310879687,0.357320116646961,0.3866388881813554,0.5084751342772103,0.1780032467684428,0.17213688286406004,0.2362940119475441,0.37797567956256917,0.4276908140658071,0.5706160879791674,0.37329937989284284,0.5980192402980231,0.020219139359228748,0.010132878989048329,0.21307411741209176,0.14937125924704897,0.17248097672748908,0.0
2023-08-11 17:48:24.155,0.7605132375247273,0.7323182054877704,0.5474968913168258,0.5102982058543747,0.4384942579351383,0.38771249041995515,0.44315908838916535,0.5215911496767516,0.4229874498495715,0.3967421082605828,0.4296039108853632,0.4682507509268871,0.1746932798082082,0.1687897448721086,0.2384347527671481,0.38531671444630056,0.45201825405379314,0.5756678282567714,0.38102449057149756,0.6268483336829613,0.020990307163704446,0.009653608864923693,0.20738961181958931,0.14904835945075712,0.16894907568676532,0.0
2023-08-11 17:49:03.611,0.7358136063992535,0.7383261176704108,0.5553093240692026,0.5137484160644289,0.4834250718393483,0.39470923795088564,0.4677096230298867,0.5016727259732048,0.4294944973584143,0.4065207433839695,0.4336625159533448,0.472584203248421,0.17999447930750606,0.1701648793983831,0.2351289440537614,0.38823017873565735,0.4296947471637602,0.5705960117754021,0.38014640157797996,0.5952932764190493,0.02165756511933576,0.010448427334790877,0.21152401964796083,0.13231031119550846,0.1592906339234874,0.0
2023-08-11 17:49:46.977,0.712178794189799,0.743153815609737,0.5433746124468039,0.5140674839305737,0.43438639607380386,0.37254286480230364,0.4796557596729739,0.453809946952426,0.4203969942873196,0.39989527626292304,0.4286254850654944,0.45398587123841905,0.17417960276260655,0.17107192025698564,0.23606888386905187,0.3773103727436229,0.4242405760833463,0.5735612002110895,0.36361545681523416,0.6134059772286864,0.023185891625659497,0.00976182529729364,0.2070402415625759,0.1447818419768344,0.1623867903928341,0.0
2023-08-11 17:50:27.605,0.7373924253648338,0.7480809266917918,0.546260126973158,0.5133505085887189,0.42568789467227447,0.37835934757538475,0.46133947346409576,0.5280041972977362,0.39801225682943253,0.3729710099792987,0.4628161891687159,0.5155504035227372,0.1796375515996884,0.1720500097684493,0.23638563502734258,0.38574634648736783,0.45973564669258915,0.5696129012193731,0.3831064732919239,0.6087382468983923,0.0235404814877027,0.00984481188712694,0.20639667977509257,0.14396627614456334,0.1669108357616514,0.0
2023-08-11 17:51:00.475,0.7457754475450455,0.729349637166184,0.5497210916708938,0.5107777920786841,0.4308596907462361,0.3908776315218777,0.4603135188346502,0.4342518358570635,0.42091449018595295,0.42305944573325915,0.42505254119174707,0.5153043278256226,0.177741825227594,0.17276070702621935,0.23292459260812368,0.3622517385116677,0.4055403754042872,0.5727325643876325,0.3612631509577842,0.609205390335746,0.02827432436968106,0.011109507339694048,0.20947930857794722,0.12324255997769235,0.15279211186698216,0.0
2023-08-11 17:51:45.193,0.7460858807071196,0.7567986390802566,0.5410331070672749,0.5110441147337246,0.4376705914956524,0.4048401100823014,0.4438162667001927,0.4901710561021599,0.42270361788939437,0.38315391951304556,0.4495278862748334,0.48263995319646763,0.17573551903401993,0.17311442250412565,0.23581645449790464,0.3960135440452943,0.42524653651451927,0.5755772594599473,0.38601082790219343,0.6148556206594737,0.024151210515493352,0.008500738391935615,0.20898115094510408,0.16299531144545865,0.17986423554000375,0.0
