index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,timestamp
0,0.7920183816846826,0.8459749458142415,0.5730614499264884,0.6568618566534141,0.4836433611289288,0.4678695789806901,0.4943181818181817,0.5464501510574018,0.4620125397805538,0.4618292899810648,0.4536276309284743,0.5888518141856967,0.1759600158818294,0.1605882814483006,0.2289816580720947,0.3910619886960777,0.4636609301664059,0.5822784810126582,0.3650062846236209,0.7145782145782146,0.0050590219224283,0.0,0.2059596338752057,0.2919389978213508,0.1382488479262673,2023-08-05 00:02:00
1,0.7922095554355248,0.8461081336234744,0.5732581930576164,0.6568470473732121,0.4746632456703015,0.4675530231085786,0.4943181818181817,0.5336102719033233,0.466173466964328,0.4526483172750002,0.4504140990889548,0.5539128753813698,0.1751352368750264,0.1627415175531978,0.2258285939301869,0.395051444771721,0.4693500213340919,0.5716255169820779,0.3628415809319864,0.6814086814086814,0.0084317032040472,0.0,0.2047469176796696,0.2701525054466231,0.1428571428571428,2023-08-05 00:03:00
2,0.7924186171286415,0.8461359990438851,0.5728014017592722,0.6568313623471094,0.4570237331622835,0.4447610003165559,0.4715909090909091,0.4833836858006042,0.4610316819455659,0.4530688677567503,0.4502433486075279,0.5380361240218863,0.1657866555323348,0.1524776218441145,0.2168451102250738,0.376503584444764,0.4615275209785237,0.577891966411831,0.3564359201154509,0.6721266721266721,0.0016863406408094,0.0,0.2020471804348453,0.2832244008714597,0.1244239631336405,2023-08-05 00:04:00
3,0.7924728938661392,0.8461953450720925,0.5719343114790608,0.6568102793900836,0.4730596536241179,0.4583729028173473,0.4829545454545454,0.5132175226586102,0.4654396048069158,0.4623419012647898,0.458153102116178,0.5721794042085858,0.1688238846023367,0.1519611061523948,0.2212226946375922,0.3871883675297344,0.4659365666334802,0.5800225592179471,0.3541641450584237,0.688097188097188,0.0016863406408094,0.0,0.1770421274506973,0.3006535947712418,0.1382488479262673,2023-08-05 00:05:00
4,0.7926669250302053,0.8460713203812212,0.5722230638113048,0.6568359419143392,0.4560615779345735,0.4482431149097816,0.4829545454545454,0.4988670694864049,0.4536479361611172,0.4526587787297702,0.453050813242925,0.5669487892821423,0.163516584943994,0.1479914304002709,0.2151096953122061,0.3581423150940449,0.4538472479021477,0.5808998621381125,0.3555188305944789,0.696014196014196,0.0,0.0,0.1717292755464441,0.2832244008714597,0.1105990783410138,2023-08-05 00:06:00
5,0.7926815213536581,0.8459267251984882,0.5719711622155155,0.6568334247704075,0.4797947402180885,0.4580563469452358,0.4829545454545454,0.5260574018126888,0.470738137082601,0.4597286298632688,0.4595121048089014,0.5697448009032406,0.1674970557383746,0.1510777457643047,0.2179834202069542,0.3764546400034746,0.4710567486843976,0.5806492041609224,0.3590661514827056,0.6875511875511875,0.0016863406408094,0.0,0.1698380157653105,0.2854030501089325,0.1290322580645161,2023-08-05 00:07:00
6,0.7927557466420225,0.8458877443916869,0.5719453549359952,0.6568387199471449,0.4749839640795382,0.4586894586894587,0.4772727272727272,0.5234138972809668,0.4553982805300907,0.4539936603584095,0.4449679755332841,0.5661503290496642,0.1702439033924402,0.1531565424458284,0.2223664777194679,0.3883619267057673,0.4556962025316456,0.5786439403434014,0.3440528839439504,0.6975156975156975,0.0,0.0,0.167167152715618,0.3028322440087146,0.1336405529953917,2023-08-05 00:08:00
7,0.7928312988311451,0.8459010378963768,0.5718601835610766,0.6569313907111178,0.4884541372674792,0.4697689142133586,0.5113636363636364,0.527190332326284,0.4782691302902199,0.465384092311877,0.4609874045265603,0.5809540619212914,0.169940175278114,0.1579756864894787,0.2252148195094629,0.3904805111253574,0.486701749395534,0.5758867025943101,0.3588706298589451,0.7037947037947038,0.0168634064080944,0.0071174377224199,0.1616377443478763,0.3006535947712418,0.184331797235023,2023-08-05 00:09:00
8,0.7930259223579149,0.8461235039304542,0.5721974575001529,0.6569510070856751,0.4916613213598461,0.4748338081671415,0.4886363636363636,0.5415407854984894,0.4727687265472854,0.457824645095147,0.4539916911804459,0.5859717541190743,0.1829497398259897,0.1705959375503163,0.2339793130818056,0.3919105894675616,0.4760347034561229,0.5842837448301792,0.3488245426190587,0.6999726999726998,0.0134907251264755,0.0071174377224199,0.1683221205208905,0.3115468409586057,0.1382488479262673,2023-08-05 00:10:00
9,0.7933520753115263,0.8463784252112282,0.5723390225599493,0.6570950048998642,0.5211674150096216,0.4757834757834757,0.4943181818181817,0.5634441087613293,0.4883959530708212,0.4797832386571677,0.4737680197183745,0.6442985736978795,0.1768927878091709,0.1666369073210669,0.2354027334075506,0.3710002243167063,0.4902574313753378,0.5929314450432385,0.3635491829989293,0.7239967239967242,0.0134907251264755,0.0,0.1665463575202841,0.2941176470588235,0.1290322580645161,2023-08-05 00:11:00
10,0.7936610287836507,0.8466649430151634,0.5724201990758346,0.6570481037860258,0.5121872995509943,0.4713516935739158,0.4772727272727272,0.5426737160120846,0.4779128865244858,0.4664427915345909,0.4703300618474579,0.6234993850455403,0.1750155751560073,0.1581381139447357,0.2288320685045723,0.3583612952722038,0.4787370217607737,0.5867903246020805,0.3558353894139007,0.7029757029757029,0.0016863406408094,0.0213523131672597,0.1752230531573932,0.3202614379084968,0.1013824884792626,2023-08-05 00:12:00
11,0.7939872697406909,0.8466498805259195,0.5730806840698575,0.6570731124200089,0.5317511225144322,0.4795821462488129,0.4772727272727272,0.5759063444108761,0.4768489051441599,0.4731987990249925,0.4603145153856297,0.6540061691559015,0.1790312154404509,0.1613155299002353,0.2373493777902167,0.3632271674829422,0.4783103399231973,0.5909261812257175,0.3556771100041898,0.7055692055692054,0.0101180438448566,0.0213523131672597,0.1913926024312072,0.2962962962962963,0.119815668202765,2023-08-05 00:13:00
12,0.7941450652853137,0.8466583856179097,0.573611765041214,0.6570579068022334,0.5093008338678641,0.4732510288065843,0.4886363636363636,0.5540030211480362,0.4608678098133282,0.4660494408352426,0.4496548623241591,0.6312766678713612,0.1780583494431276,0.1582030777911534,0.231567763554426,0.3591878439924338,0.461811975536908,0.5950620378493545,0.3611563707462409,0.6958776958776958,0.0033726812816188,0.0249110320284697,0.2238038864666648,0.3006535947712418,0.1059907834101382,2023-08-05 00:14:00
13,0.7939460071329216,0.8466883336451735,0.5725019981034958,0.6571100015062846,0.504169339320077,0.4757834757834757,0.4772727272727272,0.5498489425981873,0.4695411580297345,0.4664553452803147,0.4552262288297602,0.5942365179289343,0.1739625107795963,0.1557204159973179,0.228407114838511,0.3807970868821945,0.4702033850092448,0.5918034841458829,0.3493040361249476,0.6745836745836745,0.0050590219224283,0.0213523131672597,0.183654318135882,0.3137254901960784,0.1152073732718894,2023-08-05 00:15:00
14,0.7940512706495373,0.8466052773841983,0.5728211848894039,0.6571370006689976,0.5073765234124439,0.4726179170623615,0.4715909090909091,0.5536253776435045,0.4664679618106682,0.4683865298308384,0.4511266614624721,0.5863135511308718,0.1762630712856959,0.1556305672151525,0.2281138382693077,0.3882385626788268,0.4672166121462096,0.5870409825792706,0.3563614356873516,0.6647556647556647,0.0016863406408094,0.0213523131672597,0.1844194843068749,0.318082788671024,0.1105990783410138,2023-08-05 00:16:00
15,0.7941049382123556,0.8468619287765438,0.573059410832798,0.6571578504274005,0.5282232200128287,0.4903450459006015,0.5113636363636364,0.5615558912386707,0.480150097373296,0.4818713450292398,0.4678613755020901,0.6328343657284059,0.1783196546718101,0.1599158921873301,0.2358651286869293,0.3901942290331358,0.481866021903001,0.5918034841458829,0.3579488850612169,0.6897351897351897,0.0033726812816188,0.0213523131672597,0.1840585568677272,0.3202614379084968,0.1428571428571428,2023-08-05 00:17:00
16,0.7942679977734077,0.8465950924868492,0.5725633669809117,0.6571297923627871,0.5115458627325208,0.4776828110161444,0.4943181818181817,0.5388972809667674,0.4714529995725074,0.4718513636506293,0.4577248645761986,0.5937378304854919,0.173745098774792,0.154459237060913,0.2271473417165115,0.3892536077578034,0.4721945669179349,0.5904248652713372,0.3483822913272194,0.6658476658476659,0.0016863406408094,0.0284697508896797,0.1730141772298097,0.3224400871459695,0.1290322580645161,2023-08-05 00:18:00
17,0.7943202643382409,0.8465778436122013,0.5721052522323358,0.6571668542629205,0.5054522129570237,0.4710351377018044,0.5113636363636364,0.5313444108761329,0.4745950695862822,0.4725292659197188,0.46101696497437,0.5865600932377423,0.1726669330391403,0.1535785818854723,0.2255982942645395,0.3838740576135904,0.4754657943393543,0.5874169695450557,0.3544527722173083,0.655064155064155,0.0033726812816188,0.0213523131672597,0.1674558946669361,0.3202614379084968,0.1105990783410138,2023-08-05 00:19:00
18,0.7943174916075617,0.8465889866142403,0.5719901708821783,0.6571934155526833,0.504169339320077,0.4732510288065843,0.4943181818181817,0.5313444108761329,0.4662090913409015,0.4628210358932514,0.4588594412375249,0.5842963884382959,0.1732721387082944,0.1532913070825207,0.2262073182671281,0.3859343524365049,0.4667899303086332,0.5872916405564607,0.3471393324333132,0.6617526617526617,0.0050590219224283,0.0,0.1733751046689573,0.3137254901960784,0.0967741935483871,2023-08-05 00:20:00
19,0.7943445132264786,0.8467572021469624,0.5721046983439054,0.6572114215556358,0.4980756895445799,0.4754669199113644,0.4715909090909091,0.5347432024169184,0.4691754144302474,0.473351536264633,0.4583133508595673,0.5808223860233038,0.173007599525371,0.1547082514584695,0.2273032569414604,0.3958308746747558,0.4697767031716683,0.5864143376362952,0.3418509380382664,0.6568386568386567,0.0033726812816188,0.0,0.1714694077902578,0.3224400871459695,0.1105990783410138,2023-08-05 00:21:00
20,0.7944808473499658,0.8466984254936184,0.5724635151117552,0.6571834275455796,0.5006414368184734,0.4783159227603672,0.4943181818181817,0.5472054380664653,0.4636013869757279,0.4624695310129826,0.4612328340340327,0.5740284700101139,0.1750136013454087,0.1540402917944233,0.2261318454213352,0.3889810475639649,0.4639453847247902,0.5811505201153025,0.3449234206973604,0.6553371553371553,0.0016863406408094,0.0284697508896797,0.1720035804001963,0.3246187363834423,0.0921658986175115,2023-08-05 00:22:00
21,0.7946048225956714,0.8467295010132748,0.5722362983136229,0.6572083347598471,0.4961513790891597,0.4719848053181386,0.5056818181818181,0.5336102719033233,0.4662019664655868,0.4682254234273819,0.4548112157006429,0.587347347010817,0.1756008420323406,0.1547111930680492,0.2274890307992848,0.3838020744941213,0.4669321575878253,0.5839077578643941,0.3476746892602765,0.656019656019656,0.0016863406408094,0.0,0.1715127190829555,0.326797385620915,0.1152073732718894,2023-08-05 00:23:00
22,0.7945305360785062,0.8469211817558471,0.5726365243687259,0.6572287383048624,0.5016035920461834,0.472934472934473,0.4829545454545454,0.5313444108761329,0.4643827483019047,0.4619234430739938,0.4537836011859963,0.5978225849379583,0.176256882320212,0.1576574080102337,0.2304921531957408,0.3748830134827267,0.4650832029583274,0.5857876926933199,0.3500861226199898,0.6572481572481572,0.0033726812816188,0.0284697508896797,0.1750786821817342,0.3311546840958606,0.119815668202765,2023-08-05 00:24:00
23,0.7945913877514371,0.8467670864383053,0.5724526432131842,0.6572556894266575,0.4935856318152662,0.4805318138651472,0.4772727272727272,0.5313444108761329,0.4613119270412768,0.4624193160300872,0.4511585556298456,0.582192375685345,0.1747080995222253,0.1554501593656006,0.2301783833768828,0.3798964165200061,0.4619542028161001,0.5839077578643941,0.3479865928029421,0.6582036582036581,0.0016863406408094,0.0320284697508896,0.1770565645482632,0.3224400871459695,0.119815668202765,2023-08-05 00:25:00
24,0.7946643868033427,0.8468479972976094,0.5723962593316415,0.6572629114111849,0.5067350865939705,0.4745172522950301,0.5056818181818181,0.533987915407855,0.4715337481594072,0.4613145864063857,0.45728534739166,0.5812062072578634,0.1738072853642328,0.1551962327273871,0.2267511319844041,0.3805544729053783,0.4719101123595506,0.5717508459706729,0.3524556584888972,0.6595686595686595,0.0016863406408094,0.0284697508896797,0.1691739092772789,0.326797385620915,0.1152073732718894,2023-08-05 00:26:00
25,0.7947232465684716,0.8467051288844267,0.5728527222182613,0.6572647594852484,0.5028864656831302,0.4754669199113644,0.4886363636363636,0.5377643504531722,0.4626134042654254,0.4602454257289018,0.4533479735340644,0.5872212743425311,0.1776747606945389,0.157483107738039,0.2303452695020841,0.3900579851726117,0.4633764756080216,0.5752600576513347,0.3527768725850752,0.6594321594321594,0.0016863406408094,0.0284697508896797,0.1855455779170156,0.3246187363834423,0.1105990783410138,2023-08-05 00:27:00
26,0.7949537771547129,0.8463416007116407,0.5726092122772753,0.6572665671915962,0.5153944836433612,0.4906616017727129,0.4943181818181817,0.5400302114803626,0.4753170569515033,0.4700038707382649,0.46245725889857,0.6155315924098651,0.1759758066591651,0.1576155869855192,0.232743879279293,0.3919126110366067,0.476176930735315,0.5748840706855495,0.3480098691867232,0.661070161070161,0.0033726812816188,0.0284697508896797,0.1756850402795022,0.3246187363834423,0.1152073732718894,2023-08-05 00:28:00
27,0.7950172525336483,0.8462468714744332,0.5723337140540194,0.6573001950001378,0.5134701731879411,0.4871794871794872,0.4943181818181817,0.5543806646525681,0.45806535885622,0.464530437602653,0.4492079550276682,0.6048014075313011,0.1782605639547068,0.1577042798304727,0.2315092900663851,0.3763021959819083,0.4606741573033708,0.5841584158415841,0.339206740840743,0.6886431886431886,0.0067453625632377,0.0284697508896797,0.1748621257182456,0.326797385620915,0.1290322580645161,2023-08-05 00:29:00
28,0.7950499455999642,0.8461606812771151,0.5722607282245687,0.6573721723054999,0.5128287363694676,0.4916112693890472,0.4886363636363636,0.5521148036253776,0.4691587897211799,0.4663821150969255,0.4579014493565352,0.6017532505736307,0.1783958567207241,0.1594085799972103,0.233373088973435,0.3937911479364402,0.4704878395676289,0.5865396666248902,0.3488943717704018,0.6728091728091727,0.0033726812816188,0.0284697508896797,0.1783847775243265,0.3398692810457516,0.1612903225806451,2023-08-05 00:30:00
29,0.7949542337762784,0.8462620173383096,0.5733165425078367,0.6573753683610156,0.5064143681847337,0.4906616017727129,0.4943181818181817,0.5698640483383686,0.4692110388068209,0.4699766709558632,0.4593534118785548,0.6022351283279682,0.1880622417555015,0.1725153567347559,0.2447511236449582,0.4178282020699831,0.4726212487555113,0.5885449304424113,0.3506913085982962,0.680999180999181,0.0118043844856661,0.0355871886120996,0.1911471717725869,0.3485838779956427,0.1751152073732719,2023-08-05 00:31:00
30,0.7950244704752678,0.8461074441117461,0.5737951903416758,0.6574026519326355,0.5118665811417575,0.5039569484013928,0.5056818181818181,0.5736404833836858,0.470947133425165,0.4756446871501952,0.4636626250533353,0.5980803335042318,0.1861875806920877,0.1673393288420562,0.2411311321239813,0.4064970146137853,0.4721945669179349,0.5919288131344779,0.3608910199711373,0.6730821730821731,0.0050590219224283,0.0,0.2115179164380793,0.3420479302832244,0.1474654377880184,2023-08-05 00:32:00
31,0.7949929874561006,0.8462837937721128,0.5727826724876582,0.6574422961989189,0.5246953175112251,0.5023741690408356,0.4886363636363636,0.5740181268882175,0.4717237448344653,0.4713826904769377,0.4596334582262254,0.6054765967103439,0.1870882124473963,0.1681153232165605,0.2421880077323115,0.4034775914957376,0.4727634760347035,0.5864143376362952,0.3566826497835296,0.6762216762216762,0.0033726812816188,0.0249110320284697,0.1866283602344585,0.3529411764705882,0.1474654377880184,2023-08-05 00:33:00
32,0.7951928413753483,0.8465370428110496,0.5729561179930387,0.6574763735570229,0.5253367543296985,0.5061728395061729,0.5,0.5895015105740181,0.4715123735334631,0.4701315004864576,0.4645735535897858,0.6306855271378423,0.1896644239265436,0.1721112681397907,0.2439122047423064,0.3904809114512457,0.4736168397098563,0.5731294648452187,0.3589730459475816,0.7025662025662025,0.0033726812816188,0.0249110320284697,0.1921722056997661,0.3333333333333333,0.1428571428571428,2023-08-05 00:34:00
33,0.7953728777110965,0.8463867232738042,0.5725559850696188,0.6574886865443864,0.5147530468248878,0.4960430515986072,0.4829545454545454,0.580060422960725,0.4635610126822779,0.4669051878354205,0.4551134323841707,0.6042130684126329,0.1940494779160384,0.1760637915435338,0.2487783284663836,0.4128408896206008,0.4659365666334802,0.5911768392029076,0.3511708021041851,0.6790881790881791,0.0050590219224283,0.0,0.1858631940634655,0.3529411764705882,0.1336405529953917,2023-08-05 00:35:00
34,0.7956588367589569,0.8461985136599177,0.5728458451787235,0.6575049882624119,0.5182809493264914,0.5090218423551757,0.4829545454545454,0.6027190332326284,0.466444212226286,0.4717425645210223,0.4591531009493183,0.6494367353342466,0.1880576250806745,0.1708011285536043,0.2460978592185057,0.3785386993828321,0.4679277485421704,0.5852863767389397,0.3519621991527396,0.7052962052962053,0.0033726812816188,0.0249110320284697,0.1757572257673317,0.3420479302832244,0.1474654377880184,2023-08-05 00:36:00
35,0.7957882879350096,0.8461888346390305,0.5730882179328437,0.6575399315247007,0.5214881334188582,0.4992086103197214,0.5,0.5944108761329305,0.4750463116895454,0.4737365178001653,0.4609881824330816,0.6356527902683107,0.1866849151400079,0.1705746692687159,0.2428390166028649,0.3966059930219593,0.4784525672023894,0.5825291389898483,0.3584749313346678,0.7042042042042042,0.0219224283305227,0.0249110320284697,0.186989287673606,0.3485838779956427,0.1751152073732719,2023-08-05 00:37:00
36,0.7959310494221423,0.8463946521309931,0.5728833331319565,0.6575915201310256,0.5285439384220655,0.4928774928774929,0.4772727272727272,0.5713746223564955,0.4717047451669595,0.4756279488225633,0.4594533728665428,0.6370872170719203,0.1918999291331491,0.1779992548563004,0.2496655817979061,0.3933840901312111,0.4744702033850092,0.5839077578643941,0.3599692751734091,0.7043407043407043,0.0084317032040472,0.0249110320284697,0.1852857101608293,0.3594771241830065,0.1751152073732719,2023-08-05 00:38:00
