feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,timestamp,sessionID
0.8436458936363728,0.8517093288525142,0.9491627792562704,0.5821640082847437,0.6318152661962797,0.5853118075340297,0.6113636363636363,0.5959214501510574,0.6588205956395763,0.6550167906349057,0.6398833451380648,0.6832242104348947,0.1615754326170541,0.1480255459794882,0.2149702644047069,0.4323075872059236,0.6592234390556109,0.7025943100639177,0.4472789907359993,0.6800436800436801,0.026981450252951,0.0249110320284697,0.1612479427135968,0.0130718954248366,0.2580645161290323,2023-08-23 00:00:00,506
0.8437263623944249,0.8518967205507025,0.9493188851127804,0.5823797403639563,0.6622835150737651,0.5979740424184868,0.6022727272727272,0.6291540785498491,0.6764356623759084,0.6664846373536704,0.6519377845922391,0.7191885402746143,0.1681269439865896,0.1506566713932401,0.2208920935821205,0.4216848159047911,0.6762907125586687,0.7132472740944978,0.4521065127321819,0.6969696969696969,0.0236087689713322,0.0249110320284697,0.1724655675223053,0.0196078431372549,0.2857142857142857,2023-08-23 00:01:00,506
0.8435968205167249,0.8516782772546934,0.9500777024590268,0.5824312794280846,0.6725465041693393,0.6160177271288383,0.625,0.6574773413897281,0.6786942478506626,0.677448241952526,0.6610906327219377,0.7611399210504936,0.1687374949173938,0.1512998700110409,0.2235070139120611,0.4043797642303688,0.6785663490257431,0.7187617495926808,0.4675899632233136,0.7174447174447174,0.0236087689713322,0.0249110320284697,0.1966621430427627,0.0196078431372549,0.3824884792626728,2023-08-23 00:02:00,506
0.8441883733397637,0.8516658720240414,0.9497311349583228,0.5824069982470297,0.6706221937139192,0.6093700538144983,0.6363636363636362,0.6518126888217524,0.6994300099748254,0.6887759051773741,0.6727989037741302,0.7685109697229483,0.1640110784737694,0.1470440578822935,0.215063729718142,0.3900429181178912,0.6991893045086047,0.7289133976688807,0.4674549601973838,0.7074802074802075,0.0219224283305227,0.0249110320284697,0.1824704761354777,0.0152505446623093,0.47926267281106,2023-08-23 00:03:00,506
0.8440214152683181,0.8515875994265777,0.9492504774407984,0.5825729957990958,0.6379089159717768,0.5767647989870212,0.625,0.6125377643504532,0.6804564670118273,0.6753433972528221,0.6579008270313182,0.6884156027534271,0.1596822325953703,0.1438027331111207,0.2117487808557016,0.4056828514550413,0.6804153036552409,0.7166311567865646,0.4575904287509893,0.6591591591591591,0.0236087689713322,0.0249110320284697,0.1796119308174284,0.0152505446623093,0.3686635944700461,2023-08-23 00:04:00,506
0.8438025964025669,0.8517897911774032,0.9492824363130627,0.5825587019579096,0.6568313021167416,0.5913263691041468,0.6363636363636362,0.618202416918429,0.7172445732199686,0.7019301384050467,0.6953955324050575,0.7214102208512987,0.1564703356221612,0.1424731076324112,0.2060867015460267,0.3995946447301577,0.7171099416868155,0.7340518862012783,0.4793026395419208,0.6898716898716898,0.0219224283305227,0.0249110320284697,0.1718158981318396,0.0261437908496732,0.4009216589861751,2023-08-23 00:05:00,506
0.8439451370509062,0.8517096125725188,0.9493214731932336,0.5826482914307822,0.623155869146889,0.5599873377651156,0.625,0.5845921450151057,0.6783712535030636,0.6698030108066828,0.6536277865097786,0.6736651005639651,0.1569300301718963,0.143039715395887,0.2056999536078404,0.4040598831391214,0.6785663490257431,0.7096127334252411,0.4568642055770216,0.6693966693966693,0.0236087689713322,0.0249110320284697,0.1831634568186412,0.0152505446623093,0.2626728110599078,2023-08-23 00:06:00,506
0.8438238789110708,0.8517899442067919,0.949552116256966,0.5826830031625359,0.6292495189223862,0.5735992402659069,0.6363636363636362,0.6015861027190332,0.6795991070156272,0.665164401761709,0.6601711472137528,0.6924415232940266,0.1543147308361294,0.1405361677143745,0.2027736506198491,0.3832840777191913,0.6802730763760488,0.7068554956761498,0.4579907825520227,0.6841386841386841,0.026981450252951,0.0249110320284697,0.1792510033782808,0.0152505446623093,0.2488479262672811,2023-08-23 00:07:00,506
0.8437222515550035,0.8522088366534496,0.9512196145323756,0.5826991462454467,0.6565105837075048,0.5957581513137069,0.6193181818181818,0.6314199395770392,0.7137343846482685,0.7024741340530815,0.6927693199891248,0.7291118600761478,0.1579972205903219,0.1436444239968298,0.2070324084460238,0.3874272225078123,0.7134120324278196,0.7361824790073944,0.4915087751966855,0.7084357084357084,0.0236087689713322,0.0249110320284697,0.2239338203447579,0.0239651416122004,0.2350230414746544,2023-08-23 00:08:00,506
0.8436885881678609,0.8525981715616286,0.9497716864537592,0.5826815824524718,0.6388710711994869,0.5799303577081355,0.6136363636363636,0.6098942598187309,0.6893768109058092,0.6784567261923443,0.6703652232222211,0.7090018686771056,0.1566663797449532,0.1419826606121791,0.2075069713931894,0.3901521430485877,0.6896600768027308,0.7170071437523499,0.4703551976164983,0.7039312039312039,0.0236087689713322,0.0249110320284697,0.1882597522594057,0.0152505446623093,0.2119815668202764,2023-08-23 00:09:00,506
