feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,timestamp,sessionID
0.7326893750079723,0.7617475685168785,0.6068480094119859,0.4887458969388338,0.4243104554201411,0.4036087369420703,0.5193181818181818,0.3987915407854985,0.4514534745641951,0.4470765464645514,0.4633359043143863,0.4873240936075554,0.1519285744697584,0.1384582360705068,0.2014665583294264,0.3187968986906816,0.4518560659934575,0.5715001879934829,0.4697174247008985,0.6098826098826098,0.0084317032040472,0.0,0.4818381312620911,0.0065359477124183,0.1382488479262673,2023-06-01 00:00:00,1
0.7327988303105597,0.7618545448543697,0.6071332153877754,0.4887809201025106,0.4320076972418217,0.4102564102564103,0.5113636363636364,0.4025679758308157,0.4556571509998574,0.4494743118978125,0.4592670642546898,0.494655919672099,0.1514870979548863,0.1380112136341663,0.2021104936823619,0.3214634215007772,0.456122884369222,0.5622258428374483,0.4665332153996555,0.6298116298116297,0.0084317032040472,0.0,0.4772182600410014,0.0065359477124183,0.1152073732718894,2023-06-01 00:01:00,1
0.7329379626940226,0.7615937359877355,0.6068951659044124,0.4887913353068049,0.4188582424631174,0.4077239632795189,0.4886363636363636,0.3965256797583081,0.4561036431862442,0.4512820512820514,0.4715867698326296,0.4903330279573146,0.1536702676334404,0.1407627390689188,0.2033539753083119,0.347219469246787,0.4566917934859906,0.5720015039478631,0.4878450723895536,0.6435981435981435,0.0067453625632377,0.0,0.4926226431438224,0.008714596949891,0.0921658986175115,2023-06-01 00:02:00,1
0.7328933663337142,0.7616560652095431,0.6064779261613295,0.4888022916386616,0.4178960872354073,0.4042418486862931,0.5,0.4055891238670695,0.460019949650881,0.4566278546694703,0.4769099841579337,0.480857966531909,0.1534258686615381,0.141214809017493,0.2013451764611371,0.3619035539701474,0.4605319300241786,0.5633538037348038,0.4795121269959499,0.6446901446901446,0.0084317032040472,0.0,0.4570640718389975,0.008714596949891,0.1428571428571428,2023-06-01 00:03:00,1
0.732787948188432,0.7615729866097951,0.6067770308153868,0.4887999785018226,0.4211032713277743,0.4074074074074074,0.5113636363636364,0.3995468277945619,0.4585071011257302,0.4546108861898336,0.4510317568668726,0.458795249581859,0.1533349477253186,0.1397182649796231,0.2030965381818816,0.3597672271378649,0.4588252026738728,0.5633538037348038,0.4482984963456077,0.6299481299481299,0.0067453625632377,0.0,0.4722230242831981,0.0065359477124183,0.1705069124423963,2023-06-01 00:04:00,1
0.7326542201287524,0.7613039053613788,0.6078152432105717,0.4887513690996474,0.4031430404105196,0.4020259575815131,0.5284090909090909,0.3836858006042296,0.4496817555692775,0.4506564562868112,0.4458007244643433,0.4376318509989158,0.151298188307561,0.1387276062137356,0.2030491069858184,0.3573453651815892,0.4501493386431517,0.577766637423236,0.4627577859503748,0.6269451269451269,0.0067453625632377,0.0,0.4759622325527677,0.0130718954248366,0.1382488479262673,2023-06-01 00:05:00,1
0.7325442669011033,0.7614183045037008,0.6075949034519773,0.4887476300816734,0.4259140474663245,0.4083570750237417,0.5284090909090909,0.4195619335347432,0.4533795658575975,0.4459822782956198,0.4613502979187501,0.4479782146429202,0.1558255776789685,0.1409539150175313,0.202059838385,0.3646075099349746,0.4537050206229554,0.5666123574382754,0.4752897909780737,0.6294021294021294,0.0067453625632377,0.0035587188612099,0.4873242283371351,0.008714596949891,0.1290322580645161,2023-06-01 00:06:00,1
0.732574793505646,0.7614750713710732,0.6086421643254137,0.4887711007390461,0.4284797947402181,0.4153213042101931,0.5340909090909091,0.4112537764350453,0.4647912411532797,0.4600592118339976,0.4651476486025104,0.4724587252092106,0.1488532979844284,0.1353196804870559,0.2021761712010181,0.3079125071359335,0.4650832029583274,0.5672390023812507,0.4882035286997812,0.6313131313131313,0.0084317032040472,0.0035587188612099,0.4737966679178818,0.0108932461873638,0.1428571428571428,2023-06-01 00:07:00,1
0.7324399477609072,0.7616032806241938,0.6088816548990292,0.4888074653786339,0.427517639512508,0.4108895220006331,0.5170454545454545,0.4070996978851963,0.4640573789958675,0.4622372867170909,0.4679593917237748,0.4812754071446782,0.1504784937572875,0.1370999888334626,0.200295895944345,0.3099979810767869,0.4645142938415587,0.5768893345030706,0.4931893301056749,0.6363636363636362,0.0084317032040472,0.0,0.4813183957497185,0.008714596949891,0.1474654377880184,2023-06-01 00:08:00,1
0.7325736801792471,0.7611348717370626,0.6090897797021507,0.4887960478206029,0.418216805644644,0.4146881924659702,0.5284090909090909,0.402190332326284,0.4577637391345651,0.4533848036908013,0.4721488072942738,0.4617537548643038,0.1490401921332922,0.1351214148193952,0.198622035040584,0.3184446153600802,0.4582562935571042,0.5747587416969544,0.5022624645035147,0.6276276276276276,0.0084317032040472,0.0,0.4831085958478907,0.0065359477124183,0.1244239631336405,2023-06-01 00:09:00,1
0.7325059993156932,0.7612494502931507,0.6107493764895096,0.488804801776626,0.4518922386144965,0.4267173156062045,0.5397727272727272,0.4278700906344411,0.4783997530043224,0.46590088817751,0.4780885125377139,0.487960060178687,0.1531123870500488,0.1377719508288702,0.1999916867204561,0.3103721235813226,0.4788792490399658,0.5743827547311693,0.5146268795679904,0.6259896259896259,0.0084317032040472,0.0,0.4928680738024427,0.008714596949891,0.1382488479262673,2023-06-01 00:10:00,1
0.7326035085679051,0.7611479531113584,0.6101465056955784,0.4888057894511932,0.4393842206542655,0.4216524216524217,0.5170454545454545,0.4210725075528701,0.4775851422600104,0.4640764104656394,0.488691378423129,0.4926639715131802,0.1491548963609218,0.1363058735398215,0.197363509361495,0.3045860179565103,0.478025885364813,0.5732547938338137,0.5069317070899866,0.6298116298116297,0.0067453625632377,0.0,0.47926832789536,0.008714596949891,0.1751152073732719,2023-06-01 00:11:00,1
0.7328267826072491,0.7614759466288182,0.6096279190747436,0.4888339506036098,0.4390635022450288,0.4279835390946502,0.5056818181818181,0.4490181268882175,0.4713057521493373,0.4741779911914551,0.4827341702829597,0.5054449384625298,0.1512058801162862,0.1357435095390166,0.1988520032446506,0.3012056673062333,0.4717678850803584,0.5787692693319965,0.4973278711419394,0.61998361998362,0.0067453625632377,0.0,0.4815927006034707,0.008714596949891,0.3640552995391705,2023-06-01 00:12:00,1
0.7331336648854633,0.7614328985822988,0.6092524464406431,0.4888996068584655,0.4435535599743425,0.4279835390946502,0.5284090909090909,0.4471299093655589,0.4750795611076806,0.4664595298622226,0.4927944463697631,0.5009847676200563,0.1497921187475255,0.1361146750459461,0.1957548176290622,0.3079093421073111,0.4764613852936993,0.5743827547311693,0.5008891578604349,0.5808080808080808,0.0084317032040472,0.0,0.495726619120492,0.008714596949891,0.6682027649769585,2023-06-01 00:13:00,1
0.7330655236643492,0.7617538826501727,0.6096839696428946,0.4889017940547035,0.435856318152662,0.4194365305476417,0.5284090909090909,0.4135196374622356,0.4766470336769106,0.4714768435698669,0.4932985297955701,0.4760167760697266,0.1489108952521311,0.1340933517114406,0.1953049836280974,0.3150800177635793,0.4768880671312758,0.5800225592179471,0.5037614636190122,0.5458640458640458,0.0067453625632377,0.0035587188612099,0.476063292235729,0.0130718954248366,0.3640552995391705,2023-06-01 00:14:00,1
0.7330065240069771,0.7616879159022062,0.6095805738681173,0.4889044716686458,0.4332905708787684,0.4108895220006331,0.5113636363636364,0.4188066465256797,0.4651023607086876,0.4562031196058125,0.4611348178123479,0.4844748513042918,0.1568325380583141,0.1408025005948212,0.2072236308629381,0.2940540232347228,0.4660787939126725,0.5745080837197644,0.4788231460360318,0.5584220584220584,0.0067453625632377,0.0,0.5040423873184535,0.0065359477124183,0.2073732718894009,2023-06-01 00:15:00,1
