feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,timestamp
0.8761362445127773,0.8542459961843591,0.6176554011064695,0.5987661361026033,0.6722480237030178,0.6357608702798156,0.5559964328667708,0.7175199717158187,0.6507610409036793,0.6605766035272679,0.6318652697057607,0.729497555124628,0.1834344746535679,0.16377905618495547,0.24725045509062896,0.4601511764491135,0.6819615849988321,0.7143649890973753,0.4630317164618562,0.6965485086645217,0.02826030329670726,0.02943760387022705,0.2728884818000505,0.5556945711314706,0.26615632462313343,2023-08-12 12:00:00
0.8770376477322263,0.854056778888003,0.6155548096352715,0.6021069125253203,0.6687139281657685,0.6591472600801228,0.5597266170100158,0.6792518181942379,0.6685113050066618,0.651121106445329,0.6223967587276352,0.7302578887734301,0.1766583462232958,0.16138470523074408,0.24585707191958683,0.44699955933901425,0.6620564488707519,0.6983722472336135,0.4799652063421068,0.6695474553247327,0.029938585474267688,0.02728096518657798,0.26569740021889987,0.5610539457600554,0.2652927309519878,2023-08-12 12:01:00
0.87783773164107,0.8546128114921057,0.61635794339222,0.5978173149724576,0.6771528152290058,0.6601677914465494,0.5564864271349211,0.7127442291306213,0.6491715225403898,0.6500206174796536,0.6117995822145363,0.7231719159770847,0.1845945204390622,0.1608657226030519,0.2425963373792895,0.4745621596082814,0.6816068161187465,0.7189770049244585,0.48115757263956127,0.7021629120821292,0.028133465961450107,0.028585126400505152,0.2800741228360686,0.5508890155843048,0.3130647691001706,2023-08-12 12:02:00
0.8751253152590182,0.8549941278408134,0.6137694417348472,0.6006227124463848,0.6836832780036273,0.6520076012118696,0.5700482148645363,0.7186970671116166,0.6779040843460888,0.6534431670736982,0.6164117393182742,0.6937192763237683,0.17247466599169206,0.16406728441208024,0.24243240927105772,0.44276434266322795,0.6561935586806477,0.7189461323746785,0.4823008320747741,0.6938856745956629,0.031367203139354184,0.025788335326606824,0.2797560070344229,0.5688622225928386,0.2824094364777105,2023-08-12 12:03:00
0.8762704591313205,0.8544974446095124,0.6143362453497552,0.5986531200938723,0.6764381614985738,0.6271243005915533,0.5638267981729134,0.675284664838364,0.6591938850360566,0.650703596459431,0.6392141705535339,0.7000929461673405,0.18434099091170575,0.1617872937285939,0.2446740463897058,0.46246176673874057,0.6710839084619465,0.7107088010042536,0.4685574592854359,0.7193972461120144,0.03082457915880442,0.028746352330511964,0.25411701945501475,0.52877007969473,0.2767964551423183,2023-08-12 12:04:00
0.8764356611351243,0.8554863389704592,0.614956685641206,0.5993233006747796,0.6813570324304197,0.6305285238854649,0.5777780192770982,0.7251439899001941,0.6636617939904871,0.646815119630799,0.6148774955287581,0.6877186661460396,0.17817803629382947,0.16692896087989514,0.24472523999989637,0.445340544355153,0.6447283821712322,0.7062501407848735,0.45652424977111394,0.6926012929798725,0.02898227888085996,0.02778270543379118,0.2728909485414091,0.5757193072638201,0.278256723370942,2023-08-12 12:05:00
0.8765371263418882,0.8552663325529205,0.614875721166011,0.5982253638537111,0.6787092624130496,0.6748726399487459,0.5693162705397544,0.7212407482520777,0.6623667478684668,0.6390393199058115,0.6348921116791445,0.7550257142519688,0.1780520155507595,0.16146176689278605,0.24654086449631815,0.4438407906838017,0.6444774272318253,0.7089036852558966,0.4744859310672863,0.6886280785918873,0.0282409457227314,0.0265748214547131,0.2666125314888145,0.5873584047333278,0.31300278193852904,2023-08-12 12:06:00
0.8777347073796632,0.8532319487772158,0.6182620291601695,0.5995439976108929,0.6955514608227156,0.6792305928102963,0.5655290743117418,0.6868918626191021,0.639780783308958,0.6690632078300212,0.665361830377457,0.7561631283577165,0.17972441128168082,0.16430113944402489,0.24489513017786985,0.4876108171402308,0.6698659428877811,0.7220800153152636,0.4819027579421729,0.7248530600894971,0.028703179815878808,0.028800449649204203,0.2717115953475274,0.5839138784112647,0.2673166930601961,2023-08-12 12:07:00
0.8765533412875972,0.8554352784802094,0.617381697840178,0.6003855515604576,0.694064009467231,0.6645589338565606,0.567207436120915,0.7230632926184806,0.6593984876056914,0.6581457951963623,0.6458506733749847,0.691689277364749,0.17152527998720238,0.16772744510842455,0.24615424313309128,0.4637460172439123,0.6688368120002655,0.7161274165176413,0.46928172556464814,0.6866972157605674,0.029593895282436604,0.026284297351481987,0.26665333106607714,0.5709773353323715,0.27945695139244875,2023-08-12 12:08:00
0.8799387059037571,0.8547881314605322,0.6176633378702973,0.6010136872204235,0.6969451496767787,0.6592533877393055,0.5666478231959357,0.6603738318638086,0.6676361425320466,0.6463259627396828,0.6399361914206847,0.7032796426180045,0.17523616281424184,0.15930265311035727,0.24106727474688533,0.47047419488119896,0.6690789005491412,0.7129072431679648,0.46777348844499195,0.6914197286686327,0.03004611135401428,0.029362861585651195,0.25325076489671816,0.5830770024957007,0.2408537834015051,2023-08-12 12:09:00
