,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2023-09-01 00:00:00,0.5772161758214799,0.3275003961452013,0.6449559239380213,0.5772161758214799,0.5772161758214799,-0.08528659113310429,-0.08528659113310429,-0.08528659113310429,-0.06548621321118599,-0.06548621321118599,-0.06548621321118599,-0.019800377921918307,-0.019800377921918307,-0.019800377921918307,0.0,0.0,0.0,0.4919295846883756
1,2023-09-01 00:01:00,0.577218330876077,0.32663045214496367,0.6486656765147553,0.577218330876077,0.577218330876077,-0.08492362624589725,-0.08492362624589725,-0.08492362624589725,-0.06513170578689406,-0.06513170578689406,-0.06513170578689406,-0.019791920459003194,-0.019791920459003194,-0.019791920459003194,0.0,0.0,0.0,0.49229470463017977
2,2023-09-01 00:02:00,0.5772204859306743,0.3431271906299672,0.6551896418451078,0.5772204859306743,0.5772204859306743,-0.08455918619394738,-0.08455918619394738,-0.08455918619394738,-0.06477571811599074,-0.06477571811599074,-0.06477571811599074,-0.01978346807795664,-0.01978346807795664,-0.01978346807795664,0.0,0.0,0.0,0.49266129973672695
3,2023-09-01 00:03:00,0.5772226409852714,0.3492985562471424,0.6598984754446939,0.5772226409852714,0.5772226409852714,-0.08419335799942704,-0.08419335799942704,-0.08419335799942704,-0.06441833720386826,-0.06441833720386826,-0.06441833720386826,-0.019775020795558765,-0.019775020795558765,-0.019775020795558765,0.0,0.0,0.0,0.49302928298584436
4,2023-09-01 00:04:00,0.5772247960398686,0.329171145147772,0.6490182977060412,0.5772247960398686,0.5772247960398686,-0.08382622848524557,-0.08382622848524557,-0.08382622848524557,-0.06405964985722017,-0.06405964985722017,-0.06405964985722017,-0.019766578628025402,-0.019766578628025402,-0.019766578628025402,0.0,0.0,0.0,0.4933985675546231
5,2023-09-01 00:05:00,0.5772269510944658,0.3561423338127837,0.6520112124619135,0.5772269510944658,0.5772269510944658,-0.08345788427776882,-0.08345788427776882,-0.08345788427776882,-0.06369974268575136,-0.06369974268575136,-0.06369974268575136,-0.019758141592017466,-0.019758141592017466,-0.019758141592017466,0.0,0.0,0.0,0.49376906681669697
6,2023-09-01 00:06:00,0.577229106149063,0.34799724908968815,0.6524665083108891,0.577229106149063,0.577229106149063,-0.08308841175304056,-0.08308841175304056,-0.08308841175304056,-0.06333870204933335,-0.06333870204933335,-0.06333870204933335,-0.01974970970370723,-0.01974970970370723,-0.01974970970370723,0.0,0.0,0.0,0.49414069439602243
7,2023-09-01 00:07:00,0.5772312612036602,0.35913819757834176,0.6406173266767292,0.5772312612036602,0.5772312612036602,-0.08271789702610419,-0.08271789702610419,-0.08271789702610419,-0.06297661404669429,-0.06297661404669429,-0.06297661404669429,-0.0197412829794099,-0.0197412829794099,-0.0197412829794099,0.0,0.0,0.0,0.494513364177556
8,2023-09-01 00:08:00,0.5772334162582574,0.3363882985716492,0.6494110520493295,0.5772334162582574,0.5772334162582574,-0.08234642592313565,-0.08234642592313565,-0.08234642592313565,-0.06261356448767334,-0.06261356448767334,-0.06261356448767334,-0.01973286143546229,-0.01973286143546229,-0.01973286143546229,0.0,0.0,0.0,0.49488699033512173
9,2023-09-01 00:09:00,0.5772355713128546,0.34084769251016944,0.6427697225963314,0.5772355713128546,0.5772355713128546,-0.08197408394741676,-0.08197408394741676,-0.08197408394741676,-0.062249638859388993,-0.062249638859388993,-0.062249638859388993,-0.019724445088027766,-0.019724445088027766,-0.019724445088027766,0.0,0.0,0.0,0.49526148736543785
10,2023-09-01 00:10:00,0.5772377263674517,0.33787751070981653,0.6573165626772188,0.5772377263674517,0.5772377263674517,-0.08160095625775643,-0.08160095625775643,-0.08160095625775643,-0.06188492230458533,-0.06188492230458533,-0.06188492230458533,-0.0197160339531711,-0.0197160339531711,-0.0197160339531711,0.0,0.0,0.0,0.4956367701096953
11,2023-09-01 00:11:00,0.577239881422049,0.33262484183557367,0.6430782647457424,0.577239881422049,0.577239881422049,-0.08122712764468917,-0.08122712764468917,-0.08122712764468917,-0.0615194995975778,-0.0615194995975778,-0.0615194995975778,-0.019707628047111368,-0.019707628047111368,-0.019707628047111368,0.0,0.0,0.0,0.49601275377735976
12,2023-09-01 00:12:00,0.5772420364766462,0.3527454611443508,0.6458606768734978,0.5772420364766462,0.5772420364766462,-0.08085268249672392,-0.08085268249672392,-0.08085268249672392,-0.06115345511095122,-0.06115345511095122,-0.06115345511095122,-0.01969922738577269,-0.01969922738577269,-0.01969922738577269,0.0,0.0,0.0,0.49638935397992223
13,2023-09-01 00:13:00,0.5772441915312434,0.3316669263864112,0.6529177118608587,0.5772441915312434,0.5772441915312434,-0.08047770478374014,-0.08047770478374014,-0.08047770478374014,-0.060786872798529526,-0.060786872798529526,-0.060786872798529526,-0.019690831985210624,-0.019690831985210624,-0.019690831985210624,0.0,0.0,0.0,0.49676648674750323
