,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2023-09-01 00:00:00,0.5689619280984797,0.4224436148786709,0.5222908000210456,0.5689619280984797,0.5689619280984797,-0.09480148930614413,-0.09480148930614413,-0.09480148930614413,-0.083978561699878,-0.083978561699878,-0.083978561699878,-0.010822927606266125,-0.010822927606266125,-0.010822927606266125,0.0,0.0,0.0,0.47416043879233555
1,2023-09-01 00:01:00,0.5689614121339716,0.4224532096863163,0.5237408164688371,0.5689614121339716,0.5689614121339716,-0.09440292205020805,-0.09440292205020805,-0.09440292205020805,-0.08357952059870685,-0.08357952059870685,-0.08357952059870685,-0.010823401451501196,-0.010823401451501196,-0.010823401451501196,0.0,0.0,0.0,0.4745584900837635
2,2023-09-01 00:02:00,0.5689608961694633,0.4279290103760099,0.5260799468523668,0.5689608961694633,0.5689608961694633,-0.09399991258797571,-0.09399991258797571,-0.09399991258797571,-0.08317603638596871,-0.08317603638596871,-0.08317603638596871,-0.01082387620200701,-0.01082387620200701,-0.01082387620200701,0.0,0.0,0.0,0.47496098358148764
3,2023-09-01 00:03:00,0.5689603802049552,0.43016118851603047,0.5278521244809703,0.5689603802049552,0.5689603802049552,-0.09359251791289534,-0.09359251791289534,-0.09359251791289534,-0.08276816607071286,-0.08276816607071286,-0.08276816607071286,-0.010824351842182488,-0.010824351842182488,-0.010824351842182488,0.0,0.0,0.0,0.47536786229205985
4,2023-09-01 00:04:00,0.5689598642404471,0.42412570469649713,0.5247251117403369,0.5689598642404471,0.5689598642404471,-0.09318079579715968,-0.09318079579715968,-0.09318079579715968,-0.0823559674409246,-0.0823559674409246,-0.0823559674409246,-0.010824828356235081,-0.010824828356235081,-0.010824828356235081,0.0,0.0,0.0,0.47577906844328743
5,2023-09-01 00:05:00,0.5689593482759389,0.4329077184221769,0.5259653977441956,0.5689593482759389,0.5689593482759389,-0.09276480480987723,-0.09276480480987723,-0.09276480480987723,-0.08193949908134167,-0.08193949908134167,-0.08193949908134167,-0.010825305728535546,-0.010825305728535546,-0.010825305728535546,0.0,0.0,0.0,0.4761945434660616
6,2023-09-01 00:06:00,0.5689588323114307,0.43064869786846977,0.5264113979448756,0.5689588323114307,0.5689588323114307,-0.09234460427153739,-0.09234460427153739,-0.09234460427153739,-0.08151882032822351,-0.08151882032822351,-0.08151882032822351,-0.010825783943313877,-0.010825783943313877,-0.010825783943313877,0.0,0.0,0.0,0.47661422803989334
7,2023-09-01 00:07:00,0.5689583163469225,0.4344594073177653,0.5229911739945236,0.5689583163469225,0.5689583163469225,-0.09192025425791946,-0.09192025425791946,-0.09192025425791946,-0.08109399127315871,-0.08109399127315871,-0.08109399127315871,-0.010826262984760747,-0.010826262984760747,-0.010826262984760747,0.0,0.0,0.0,0.47703806208900307
8,2023-09-01 00:08:00,0.5689578003824144,0.4276144407701639,0.5260674147585688,0.5689578003824144,0.5689578003824144,-0.09149181558224745,-0.09149181558224745,-0.09149181558224745,-0.0806650727451577,-0.0806650727451577,-0.0806650727451577,-0.01082674283708974,-0.01082674283708974,-0.01082674283708974,0.0,0.0,0.0,0.47746598480016694
9,2023-09-01 00:09:00,0.5689572844179063,0.4293311861922601,0.5242927231551595,0.5689572844179063,0.5689572844179063,-0.0910593497722606,-0.0910593497722606,-0.0910593497722606,-0.08023212628783641,-0.08023212628783641,-0.08023212628783641,-0.010827223484424194,-0.010827223484424194,-0.010827223484424194,0.0,0.0,0.0,0.4778979346456457
10,2023-09-01 00:10:00,0.5689567684533982,0.428714874129874,0.5291859239970839,0.5689567684533982,0.5689567684533982,-0.0906229190587316,-0.0906229190587316,-0.0906229190587316,-0.07979521414775853,-0.07979521414775853,-0.07979521414775853,-0.010827704910973047,-0.010827704910973047,-0.010827704910973047,0.0,0.0,0.0,0.47833384939466655
