feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
0.8792754672958677,0.8703087939209075,0.6076501207366489,0.6704761637254695,0.6581141757536882,0.6302627413738525,0.5681818181818181,0.6816465256797584,0.6262337909086589,0.6247497096946302,0.6089673952150192,0.7301064333481819,0.184997265829113,0.1682342135804979,0.2422316013044386,0.4527677364298525,0.6262267102830322,0.6794084471738313,0.4544574274940645,0.7065247065247064,0.0067453625632377,0.0,0.246802182889152,0.3660130718954248,0.2304147465437788
0.8795943487586031,0.8699195135404416,0.6078994979736628,0.6704357991790337,0.653303399615138,0.632162076606521,0.6022727272727272,0.6808912386706949,0.6320001899966751,0.6319702057768153,0.6178503097818245,0.7440136494675531,0.1809470660138623,0.1627502946647789,0.2356655242759359,0.4520707732763496,0.6320580287299103,0.6858002255921795,0.4576369815185513,0.7138957138957138,0.0084317032040472,0.0,0.2602575578205758,0.3616557734204793,0.23963133640553
0.8796947415760015,0.8695748011225273,0.6080914864872913,0.6704407662429734,0.6632456703014753,0.6318455207344097,0.5852272727272727,0.6710725075528701,0.6558423977580391,0.6571488351170114,0.6392987483873025,0.7530180395980244,0.1745756754662614,0.1579466267401649,0.2307695474964616,0.4444130241027512,0.6558099843549993,0.7066048376989598,0.4737442390950142,0.7140322140322141,0.0033726812816188,0.0,0.2553778188432997,0.3485838779956427,0.2304147465437788
0.8797233356335458,0.8696969032717679,0.6083815279580944,0.6704266458828799,0.653303399615138,0.6293130737575182,0.5738636363636362,0.658987915407855,0.6329644231225953,0.6411595476466957,0.6164664140804192,0.7342023942600515,0.1785760000687319,0.1605741799336368,0.2328638835103873,0.4509723150835766,0.6330536196842554,0.6993357563604461,0.4586518318514036,0.7074802074802075,0.0,0.0,0.2703346519215777,0.3681917211328976,0.2350230414746544
0.8797634008550372,0.8695435168144978,0.6080869328381603,0.6704254021568924,0.6488133418858243,0.6071541627097182,0.6136363636363636,0.6574773413897281,0.6371894741842017,0.6363891242716213,0.6191758624941317,0.7306219304807291,0.1767739396617058,0.1587073673838562,0.2309080538173784,0.4532227976804611,0.6373204380600199,0.6865521995237498,0.4593873655788837,0.7061152061152061,0.0067453625632377,0.0,0.2571824560390379,0.3420479302832244,0.2488479262672811
0.8796728202124164,0.8698243333062772,0.6088484117898729,0.6705838666261251,0.6561898652982682,0.6315289648622981,0.5965909090909091,0.6703172205438066,0.6373984705267657,0.6395150069568675,0.6228028516497258,0.7199505795140319,0.1763614283127264,0.1561708521804406,0.2299898000634485,0.4488904498275265,0.6376048926184041,0.6901867401930066,0.4678832456589544,0.696014196014196,0.0,0.0,0.2612392804550573,0.3594771241830065,0.2442396313364055
0.8796091352026715,0.8697332164421221,0.608830055044991,0.6704851839082463,0.6722257857601026,0.6239316239316239,0.5965909090909091,0.6744712990936556,0.6458675723174844,0.6444590904811223,0.6241319049413789,0.7600528944883831,0.1816008016211504,0.1602764379999386,0.2345062015421156,0.4472800779727463,0.6457118475323567,0.6948239127710238,0.4672128858060612,0.7145782145782146,0.0016863406408094,0.0,0.2715618052146796,0.3420479302832244,0.271889400921659
0.8792458873508525,0.8697213012573057,0.6085332541746705,0.670509728647115,0.6500962155227711,0.6248812915479581,0.5909090909090908,0.654833836858006,0.6382344558970218,0.6410423793532729,0.6150043387736226,0.7430106713509667,0.1773575712036317,0.1597053098018292,0.2333231067980524,0.4494631179279809,0.638316029014365,0.6940719388394535,0.4625576090498581,0.7118482118482118,0.0016863406408094,0.0,0.267230675944908,0.355119825708061,0.2811059907834101
0.8796023091253772,0.8698819574900178,0.6079198938122354,0.6705042815076129,0.6558691468890314,0.6115859449192783,0.5965909090909091,0.6525679758308157,0.6401059231463448,0.6474280513448201,0.6220222224555941,0.7328352062128611,0.1725638604565978,0.1548705655307544,0.2279262055175702,0.4371951744119239,0.6404494382022472,0.6998370723148264,0.4611237838089474,0.7066612066612067,0.0033726812816188,0.0,0.2704212745069731,0.3638344226579521,0.2442396313364055
0.8800037786928945,0.8698611718775325,0.6070726405804986,0.6705099560074318,0.6690186016677357,0.6343779677113011,0.5909090909090908,0.6574773413897281,0.6519165914596494,0.6438083879944345,0.6351089438635428,0.7273916685577567,0.1709186653338119,0.1537833344600091,0.2253970476845127,0.4427687779290337,0.6522543023751955,0.6934452938964781,0.4653926725943858,0.7058422058422058,0.0033726812816188,0.0,0.2363208500563047,0.3572984749455337,0.2626728110599078
