feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,timestamp
0.8796640484793112,0.8722311163843749,0.6078725104385982,0.6729435967406133,0.6803347687915273,0.6459466506727959,0.6097328030830875,0.7767182963034606,0.6757031870462122,0.6922073206473845,0.7005245514841755,0.78866021166293,0.17721528554318627,0.1654817205655128,0.23723719878708355,0.4596569971377749,0.7166330257896382,0.7141332660973897,0.4845920210339771,0.7642995192812826,0.0003060862860189634,0.02771763618798425,0.22846891782794565,0.5904527854482742,0.3036656840007137,2023-08-07 12:00:00
0.8826158185527195,0.8699744313288952,0.611610092194891,0.6726761913672288,0.7118837658970559,0.6491420715921503,0.6090476640849952,0.7624472017932615,0.6992937335216663,0.7099782639356973,0.6428159110061561,0.7739893950527866,0.18836348329097638,0.1642704339624474,0.23592655563254475,0.45007635057485784,0.7131694046890437,0.7217251582873638,0.4784825146216435,0.752756057791019,0.0053144893034980795,-0.004616005064128548,0.2408611079697283,0.5836709566136173,0.36691659610909344,2023-08-07 12:01:00
0.8810600542774559,0.8701882724230806,0.6080390698468788,0.6729783193173869,0.6951348924102664,0.6447687719797374,0.6178201484167912,0.7736127720531254,0.6648446013914321,0.6885227276240434,0.6629769405659843,0.7969268268692141,0.1821534714359973,0.162784537541643,0.2352225789610524,0.4652545920040444,0.7014846146023851,0.7206746587046335,0.4766336906408776,0.7299443731493578,0.006503659703778609,-0.002758247782109769,0.24194691689792205,0.5845513043934654,0.3412847836071627,2023-08-07 12:02:00
0.8816757093962365,0.8729288839903305,0.6120383090332667,0.6724666440466281,0.6934470572643814,0.643405700089929,0.6186444926357504,0.7446846482149854,0.6417683815347581,0.6969972651590071,0.6495070965942707,0.8083699012669726,0.18128859148073106,0.16943692631081497,0.25142593652749884,0.4626071822186157,0.7080639316117161,0.7323905651341666,0.4990144005272351,0.7295748316207027,0.006105745015760907,0.011126642401172941,0.2763198575539857,0.5737076355103211,0.32716341811412336,2023-08-07 12:03:00
0.8827396049536311,0.8709503877924882,0.6080010417748815,0.6726035816166108,0.6935672165007867,0.6539363773293757,0.6255838622187291,0.7886818327885531,0.683783461365134,0.722925250991198,0.6647224426532323,0.76939621578914,0.19060966220652298,0.16389691923931274,0.23851149223591747,0.4625589282513395,0.7097769940923995,0.7286945065712043,0.49902873368392914,0.7311794085102629,0.0012546604577689698,-0.0044118592262484095,0.2489581483370105,0.5356204866185241,0.3405623137559336,2023-08-07 12:04:00
0.8786219374471963,0.8738532801983065,0.6102636622791434,0.6721438931603688,0.7053292498605852,0.659784045023931,0.5842525337578675,0.7613155394047171,0.6852876810313554,0.7230697795846579,0.6518157781349001,0.8282436209697309,0.17737308479235148,0.16136218912947975,0.2383552036688703,0.44754218202305474,0.7240709199173219,0.701030885965858,0.4867150163441067,0.7529073014260682,0.010747848295574304,0.008078226226449763,0.2516624186916979,0.5790385260201562,0.2676312682375817,2023-08-07 12:05:00
0.8832024543948422,0.8706977492856272,0.611588040345368,0.6716754291705762,0.7051316977673853,0.6466180281617888,0.6187023252035462,0.7720054640101139,0.6445482977930924,0.6882048649363337,0.6348036496339596,0.8130764991654986,0.18619727409688344,0.16688871295474553,0.2360579073890337,0.4651246490138508,0.7210597943358985,0.730435376052186,0.49661720488518485,0.7504230964737568,0.0033937017920883817,0.015155012264690763,0.23784600194208827,0.5568059980919674,0.3392408123240034,2023-08-07 12:06:00
0.8834172810747741,0.8709218183936775,0.6114061341670055,0.6715290254620052,0.7023773557117499,0.637415353025518,0.5864965810779413,0.7415212395927974,0.6431504540605785,0.6511451253958233,0.693391563017966,0.7876401693460277,0.18748350441792913,0.16442700414464695,0.23564935901242715,0.46150988396982245,0.7293860373692406,0.6996200657251297,0.4743176432225704,0.7272769401781495,0.015908588360912555,-0.0024778132855763206,0.2669630291867177,0.5724070550319983,0.30850707724635856,2023-08-07 12:07:00
0.8824729487111376,0.873178233545194,0.6092044424241584,0.6716094722741475,0.6915046232209971,0.6444835214045962,0.6080423717729008,0.7313719232886722,0.6840975658852785,0.6743562420158781,0.6708455789213713,0.7942240121470046,0.18735697821390943,0.16721835687884565,0.24958617136159367,0.4578229011466862,0.7069154714031446,0.7288997760013647,0.4939079975643048,0.7560384336913977,0.012635307644670123,-0.005047902254235402,0.24725237984695514,0.5360101510447566,0.33591567621088414,2023-08-07 12:08:00
0.8808575608618819,0.8704911850786876,0.609471024359609,0.67243340286888,0.7041927254146174,0.6474903161897615,0.6221515228601173,0.7768095481328068,0.7052845679206661,0.6898372885303246,0.6556556385933479,0.7938599563461924,0.18241372922662064,0.16578142575672183,0.24036121897989515,0.45040281793128656,0.7047122041517695,0.7397408730025087,0.49178636529680425,0.7341623756136084,0.005807502489391288,-0.006043964200519816,0.2669593929117376,0.5815891931451841,0.29064532609491456,2023-08-07 12:09:00
0.8826879353682229,0.8710824344710377,0.6107083184055616,0.6705365372916267,0.7048924457861213,0.6567177185194489,0.5846392184263268,0.7369077413393823,0.6680430077470044,0.6476063680429877,0.6912042331706222,0.7921843092299421,0.17814789110522716,0.16515416326027854,0.2473494798847592,0.4608608823647441,0.7020862073563754,0.7107509373903175,0.492652046023735,0.7504564910446712,0.00974267786435767,0.009182133576419643,0.24358498941471032,0.5530591398648069,0.31322088576463103,2023-08-07 12:10:00
